misspelling,correct,edit_distance,len_diff
falure,failure,1,-1
fant,faint,1,-1
fare,fair,2,0
fairy's,fairies,2,0
faily,fairly,1,-1
fairlu,fairly,1,0
farly,fairly,1,-1
fariy,fairy,2,0
fary,fairy,1,-1
fairy land,fairyland,1,1
fath,faith,1,-1
fathe,faith,2,0
faithfull,faithful,1,1
fathful,faithful,1,-1
faiyhfully,faithfully,1,0
fal,fall,1,-1
fol,fall,2,-1
full,fall,1,0
fall,fallen,2,-2
forlan,fallen,3,0
folling,falling,1,0
fales,false,2,0
faulse,false,1,1
full,false,3,-1
f miler,familiar,3,-1
falmilar,familiar,2,0
famaler,familiar,3,-1
famelear,familiar,2,0
fameliar,familiar,1,0
familar,familiar,1,-1
familea,familiar,2,-1
familer,familiar,2,-1
familia,familiar,1,-1
familier,familiar,1,0
familler,familiar,2,0
famillia,familiar,2,0
familliar,familiar,1,1
famillior,familiar,2,1
familly,familiar,3,-1
familure,familiar,3,0
family,familiar,3,-2
familyer,familiar,2,0
famitea,familiar,3,-1
famiular,familiar,2,0
farmely,familiar,5,-1
farmiliar,familiar,1,1
featry,familiar,7,-2
femeller,familiar,4,0
femila,familiar,3,-2
femilea,familiar,3,-1
femiliar,familiar,1,0
femillye,familiar,4,0
femilure,familiar,4,0
fenicer,familiar,5,-1
fermenerl,familiar,7,1
fermilely,familiar,5,1
fermiler,familiar,4,0
fermilia,familiar,3,0
fermilier,familiar,3,1
fermiller,familiar,4,1
fermilliar,familiar,3,2
fermilur,familiar,4,0
fermily,familiar,5,-1
fermilyer,familiar,4,1
fimaler,familiar,4,-1
fimilar,familiar,2,-1
fimiliar,familiar,1,0
fimily,familiar,4,-2
fimilyar,familiar,2,0
fimular,familiar,3,-1
firemiley,familiar,6,1
firmiler,familiar,4,0
firmillar,familiar,3,1
firmily,familiar,5,-1
firmware,familiar,6,0
flner,familiar,5,-3
fmelera,familiar,5,-1
fmely,familiar,5,-3
fmiler,familiar,3,-2
fomilea,familiar,3,-1
formela,familiar,5,-1
formelle,familiar,6,0
formelya,familiar,5,0
formila,familiar,4,-1
formilar,familiar,3,0
formiler,familiar,4,0
formiliar,familiar,2,1
formilier,familiar,3,1
formillear,familiar,4,2
formiller,familiar,4,1
formilly,familiar,5,0
fumilar,familiar,2,-1
fumilea,familiar,3,-1
fumiler,familiar,3,-1
fumilia,familiar,2,-1
fumillia,familiar,3,0
furemiler,familiar,5,1
furly,familiar,6,-3
furmeler,familiar,5,0
furmila,familiar,4,-1
furmilar,familiar,3,0
furmilare,familiar,4,1
furmiler,familiar,4,0
furmileyar,familiar,4,2
furmileyer,familiar,5,2
furmilier,familiar,3,1
furmiller,familiar,4,1
phamilia,familiar,3,0
thermiller,familiar,6,2
thermior,familiar,6,0
familes,families,1,-1
familys,families,2,-1
famaly,family,1,0
familly,family,1,1
famley,family,2,0
famliy,family,2,0
famly,family,1,-1
fammily,family,1,1
famours,famous,1,1
famus,famous,1,-1
fance,fancy,1,0
fantast,fantasy,1,0
fare,far,1,1
for,far,1,0
form,far,2,1
fair,fare,2,0
form,farm,1,0
from,farm,2,0
famer,farmer,1,-1
father,farther,1,-1
facinated,fascinated,1,-1
fasinated,fascinated,1,-1
afasting,fascinating,5,-3
basnating,fascinating,3,-2
facanating,fascinating,2,-1
facanationty,fascinating,5,1
facasenating,fascinating,4,1
faccinating,fascinating,1,0
faccinaty,fascinating,4,-2
facinate,fascinating,4,-3
facinateing,fascinating,2,0
facinating,fascinating,1,-1
facination,fascinating,3,-1
facinatly,fascinating,4,-2
facinatting,fascinating,2,0
facinatung,fascinating,2,-1
facisinating,fascinating,3,1
facisnating,fascinating,2,0
facl,fascinating,8,-7
falcity,fascinating,6,-4
fasanating,fascinating,2,-1
fasating,fascinating,3,-3
fascenating,fascinating,1,0
fasceniating,fascinating,2,1
fascicaneting,fascinating,3,2
fascinanting,fascinating,1,1
fascinated,fascinating,3,-1
fascinateing,fascinating,1,1
fascinateingly,fascinating,3,3
fascisnating,fascinating,1,1
fasenating,fascinating,2,-1
fasenitaing,fascinating,4,0
fasicinateing,fascinating,2,2
fasignating,fascinating,2,0
fasinate,fascinating,4,-3
fasinately,fascinating,4,-1
fasinating,fascinating,1,-1
fasinatly,fascinating,4,-2
fasinatting,fascinating,2,0
fasionating,fascinating,2,0
fastanating,fascinating,2,0
fastenating,fascinating,2,0
fastened,fascinating,7,-3
fastening,fascinating,4,-2
fastinating,fascinating,1,0
fasunating,fascinating,2,-1
fatnating,fascinating,3,-2
faucinating,fascinating,1,0
fausinating,fascinating,2,0
fecinating,fascinating,2,-1
festinating,fascinating,2,0
fiascinating,fascinating,1,1
vaciating,fascinating,3,-2
vacinating,fascinating,2,-1
vasationing,fascinating,6,0
vascanting,fascinating,3,-1
vascinating,fascinating,1,0
vasinaing,fascinating,3,-2
vasinating,fascinating,2,-1
vasintiting,fascinating,4,0
fasantion,fascination,3,-2
fashon,fashion,1,-1
fassion,fashion,1,0
fas,fast,1,-1
fat,fast,1,-1
fasen,fasten,1,-1
fet,fat,1,0
farthar,father,2,1
farther,father,1,1
fategue,fatigue,1,0
fatiging,fatiguing,1,-1
falt,fault,1,-1
faver,favour,2,-1
faverable,favourable,2,-1
favoerable,favourable,1,0
favorably,favourably,1,-1
faverd,favoured,3,-2
favatioe,favourite,4,-1
faveret,favourite,4,-2
faveriote,favourite,3,0
faverite,favourite,2,-1
faviote,favourite,4,-2
favirot,favourite,4,-2
favorate,favourite,2,-1
favorit,favourite,2,-2
favorite,favourite,1,-1
favourate,favourite,1,0
safil,favourite,7,-4
favorites,favourites,1,-1
feare,fear,1,1
feer,fear,1,0
fere,fear,2,0
fearfull,fearful,1,1
feasable,feasible,1,0
feasi,feasible,3,-3
fest,feast,1,-1
fether,feather,1,-1
feture,feature,1,-1
febuary,february,1,-1
feed,fed,1,1
fedral,federal,1,-1
fea,fee,1,0
feable,feeble,1,0
feble,feeble,1,-1
fed,feed,1,-1
feal,feel,1,0
fell,feel,1,0
fill,feel,2,0
fealing,feeling,1,0
felling,feeling,1,0
feed,feet,1,0
fet,feet,1,-1
fall,fell,1,0
fill,fell,1,0
falt,felt,1,0
femail,female,2,0
fance,fence,1,0
firn,fern,1,0
furn,fern,1,0
fairy,ferry,2,0
fery,ferry,1,-1
fertal,fertile,2,-1
fertil,fertile,1,-1
fesctival,festival,1,1
fech,fetch,1,-1
feched,fetched,1,-1
fate,fete,1,0
fete,fetes,1,-1
fete's,fetes,1,1
feaver,fever,1,1
fevorishly,feverishly,1,0
fue,few,2,0
fw,few,1,-1
fictitous,fictitious,1,-1
figet,fidget,1,-1
figit,fidget,2,-1
fanepd,field,3,1
feaid,field,3,0
feald,field,2,0
fed,field,2,-2
fede,field,3,-1
fedl,field,3,-1
fegtre,field,5,1
feid,field,2,-1
feild,field,2,0
feilld,field,2,1
feirld,field,2,1
feld,field,1,-1
fele,field,2,-1
felid,field,2,0
felled,field,3,1
ferid,field,3,0
fiab,field,3,-1
fide,field,3,-1
fidy,field,3,-1
fied,field,1,-1
fiend,field,1,0
fierd,field,1,0
fiesld,field,1,1
filb,field,2,-1
fild,field,1,-1
filde,field,2,0
filded,field,3,1
filed,field,2,0
find,field,2,-1
fire,field,3,-1
firend,field,2,1
firnd,field,2,0
fiuld,field,1,0
fldr,field,3,-1
flid,field,3,-1
flied,field,2,0
flired,field,3,1
flride,field,4,1
fold,field,2,-1
fred,field,2,-1
friut,field,4,0
fuelt,field,2,0
shied,field,3,0
fiedler,fielder,2,0
fileds,fields,2,0
feirce,fierce,2,0
ferce,fierce,1,-1
firery,fiery,1,1
firey,fiery,2,0
fiften,fifteen,1,-1
fithteen,fifteen,2,1
fith,fifth,1,-1
fivety,fifty,2,1
fivty,fifty,1,0
fact,fight,3,-1
faig,fight,3,-1
farn,fight,4,-1
farter,fight,5,1
fat,fight,3,-2
feight,fight,1,1
fenering,fight,7,3
fet,fight,3,-2
feue,fight,4,-1
fhint,fight,3,0
fiat,fight,2,-1
fie,fight,3,-2
fied,fight,3,-1
fieght,fight,1,1
fiet,fight,2,-1
fiete,fight,3,0
figh,fight,1,-1
fighg,fight,1,0
figth,fight,2,0
fihet,fight,2,0
fiht,fight,1,-1
fihte,fight,2,0
fiilt,fight,2,0
fingt,fight,2,0
finht,fight,1,0
fint,fight,2,-1
fird,fight,3,-1
firdt,fight,2,0
fired,fight,3,0
firght,fight,1,1
firigh,fight,3,1
firt,fight,2,-1
fit,fight,2,-2
fite,fight,3,-1
fiter,fight,3,0
fith,fight,2,-1
fiting,fight,4,1
fitr,fight,3,-1
flat,fight,3,-1
flyt,fight,3,-1
fore,fight,4,-1
foreat,fight,4,1
fort,fight,3,-1
fraght,fight,2,1
frate,fight,4,0
freght,fight,2,1
frigh,fight,2,0
fright,fight,1,1
frit,fight,3,-1
frite,fight,4,0
frt,fight,3,-2
ftigh,fight,2,0
fuit,fight,3,-1
fute,fight,4,-1
site,fight,4,-1
thtlet,fight,5,1
vite,fight,4,-1
fieghting,fighting,1,1
figthing,fighting,2,0
fiting,fighting,2,-2
figer,figure,2,-1
figuar,figure,2,0
figuars,figures,2,0
figurs,figures,1,-1
fill,file,1,0
fild,filed,1,-1
filling,filing,1,1
philipinoes,filipinos,3,2
fell,fill,1,0
fil,fill,1,-1
fild,filled,2,-2
filld,filled,1,-1
flim,film,2,0
firms,films,1,0
filthness,filthiness,1,-1
fithy,filthy,1,-1
befine,final,4,1
disly,final,4,0
failral,final,3,2
fallen,final,5,1
feinats,final,3,2
fianal,final,1,1
file,final,3,-1
fille,final,3,0
finale,final,1,1
finall,final,1,1
finally,final,2,2
finalt,final,1,1
finaly,final,1,1
find them,final,6,4
finealy,final,2,2
finel,final,1,0
finele,final,2,1
finely,final,2,1
finial,final,1,1
finlay,final,2,1
finle,final,2,0
finol,final,1,0
finuls,final,2,1
fis,final,3,-2
fitne,final,3,0
fitre,final,3,0
foll,final,3,-1
forite,final,5,1
found,final,4,0
finaly,finally,1,-1
finarley,finally,2,1
finely,finally,2,-1
finially,finally,1,1
fenecherue,financial,8,1
fianation,financial,5,0
fiancial,financial,1,-1
fina,financial,5,-5
finaancle,financial,4,0
finacal,financial,2,-2
finachel,financial,3,-1
finachial,financial,2,0
finachle,financial,4,-1
finacial,financial,1,-1
finacwell,financial,4,0
finalshal,financial,3,0
financal,financial,1,-1
financhall,financial,2,1
financhel,financial,2,0
financhial,financial,1,1
finanction,financial,3,1
financual,financial,1,0
finane,financial,4,-3
finanial,financial,1,-1
finanshel,financial,3,0
finanshiol,financial,3,1
finantal,financial,2,-1
finantial,financial,1,0
finantual,financial,2,0
finanturel,financial,4,1
finashal,financial,3,-1
finashall,financial,4,0
finashel,financial,4,-1
finasial,financial,2,-1
finasle,financial,5,-2
finatial,financial,2,-1
finatical,financial,3,0
finatoil,financial,3,-1
finatul,financial,4,-2
fineancal,financial,2,0
finenashsure,financial,8,3
finesha,financial,5,-2
fineshel,financial,5,-1
finnance,financial,4,-1
finnanle,financial,5,-1
fintrol,financial,5,-2
firanshal,financial,3,0
firnanshel,financial,4,1
firnashal,financial,4,0
fiynalle,financial,6,-1
vaysuntte,financial,9,0
famficay,financially,7,-3
fanacialy,financially,3,-2
fananually,financially,3,-1
fanincally,financially,3,-1
fenancialy,financially,2,-1
fianancally,financially,2,0
fianancially,financially,1,1
fiancially,financially,1,-1
fianicially,financially,2,0
fianiclly,financially,3,-2
fimashly,financially,6,-3
finachily,financially,4,-2
finacially,financially,1,-1
finaciancally,financially,4,2
finacilly,financially,2,-2
finaily,financially,4,-4
finaitially,financially,2,0
finaling,financially,6,-3
finally,financially,4,-4
financally,financially,1,-1
financeally,financially,1,0
financel,financially,4,-3
financely,financially,3,-2
financhally,financially,1,0
financhilly,financially,2,0
financial,financially,2,-2
financialy,financially,1,-1
financilly,financially,1,-1
financily,financially,2,-2
financinally,financially,1,1
financle,financially,4,-3
financly,financially,3,-3
financually,financially,1,0
financuly,financially,3,-2
finanialy,financially,2,-2
finanically,financially,2,0
finantially,financially,1,0
finantionally,financially,3,2
finantually,financially,2,0
finately,financially,5,-3
finatially,financially,2,-1
finationly,financially,4,-1
finattioncely,financially,6,2
finatually,financially,3,-1
fincially,financially,2,-2
fineanancely,financially,5,1
finially,financially,3,-3
finiancally,financially,2,0
finiancely,financially,4,-1
finiancially,financially,1,1
finiancialy,financially,2,0
finiancle,financially,5,-2
finically,financially,3,-2
finicially,financially,2,-1
finincally,financially,2,-1
finincially,financially,1,0
fininculay,financially,4,-1
finitually,financially,4,-1
finnacally,financially,3,-1
finnacily,financially,4,-2
finnancially,financially,1,1
finnancilly,financially,2,0
finnanially,financially,2,0
finncually,financially,2,-1
fnaniancly,financially,4,-1
funiluty,financially,7,-3
financers,financiers,1,-1
fincancers,financiers,2,0
fid,find,1,-1
fin,find,1,-1
finde,find,1,1
fined,find,1,1
fond,find,1,0
find,finding,3,-3
fin,fine,1,-1
find,fine,1,0
finist,finest,1,0
finst,finest,1,-1
figer,finger,1,-1
fingr,finger,1,-1
finch,finish,2,-1
finsh,finish,1,-1
finshed,finished,1,-1
fur,fir,1,0
are,fire,2,-1
fair,fire,2,0
far,fire,2,-1
fare,fire,1,0
fera,fire,2,0
fiar,fire,2,0
fied,fire,2,0
fier,fire,2,0
fige,fire,1,0
fine,fire,1,0
fior,fire,2,0
fir,fire,1,-1
fird,fire,1,0
firer,fire,1,1
firere,fire,2,2
fires,fire,1,1
firh,fire,1,0
firve,fire,1,1
firy,fire,1,0
fish,fire,2,0
fiur,fire,2,0
fiy,fire,2,-1
fiyer,fire,2,1
flae,fire,2,0
flir,fire,2,0
fliy,fire,3,0
foned,fire,3,1
four,fire,3,0
frer,fire,2,0
frie,fire,2,0
frir,fire,2,0
fru,fire,2,-1
fur,fire,2,-1
fuy,fire,3,-1
rien,fire,3,0
yehest,fire,5,2
firemen,fireman,1,0
ferm,firm,1,0
fern,firm,2,0
ferst,first,1,0
firt,first,1,-1
fist,first,1,-1
frest,first,2,0
frist,first,2,0
furst,first,1,0
irst,first,1,-1
firtly,firstly,1,-1
fisrtly,firstly,2,0
fich,fish,1,0
fiching,fishing,1,0
fisscing,fishing,2,1
fid,fit,1,0
fite,fit,1,1
apota,fitted,5,-1
fed,fitted,3,-3
feted,fitted,2,-1
fettered,fitted,3,2
fifted,fitted,1,0
finnted,fitted,2,1
finted,fitted,1,0
fisted,fitted,1,0
fited,fitted,1,-1
fitten,fitted,1,0
ftd,fitted,3,-3
tited,fitted,2,-1
fiv,five,1,-1
ficked,fixed,2,1
fixd,fixed,1,-1
fixt,fixed,2,-1
faeyuten,flagrancy,7,-1
fag,flagrancy,6,-6
fagracnce,flagrancy,3,0
fagrancy,flagrancy,1,-1
fagranly,flagrancy,2,-1
fagrany,flagrancy,2,-2
fagreant,flagrancy,4,-1
falayrancy,flagrancy,2,1
falgrancey,flagrancy,3,1
falgrncy,flagrancy,3,-1
falyincy,flagrancy,4,-1
falyrance,flagrancy,4,0
fararan,flagrancy,5,-2
fargladeg,flagrancy,6,0
fargrancy,flagrancy,2,0
fgayy,flagrancy,5,-4
fiagaeng,flagrancy,5,-1
fiaitkooce,flagrancy,7,1
fl,flagrancy,7,-7
fla,flagrancy,6,-6
flacgarny,flagrancy,4,0
flacn,flagrancy,5,-4
flacnang,flagrancy,4,-1
flacracy,flagrancy,2,-1
flacyraiy,flagrancy,4,0
flag,flagrancy,5,-5
flagalf,flagrancy,4,-2
flaganay,flagrancy,2,-1
flagancy,flagrancy,1,-1
flagany,flagrancy,2,-2
flagcoat,flagrancy,5,-1
flagd,flagrancy,5,-4
flage,flagrancy,5,-4
flageny,flagrancy,3,-2
flagerancy,flagrancy,1,1
flagglancy,flagrancy,2,1
flagis,flagrancy,5,-3
flaglacy,flagrancy,2,-1
flaglay,flagrancy,3,-2
flagnity,flagrancy,4,-1
flagr,flagrancy,4,-4
flagracy,flagrancy,1,-1
flagrance,flagrancy,1,0
flagrancey,flagrancy,1,1
flagrany,flagrancy,1,-1
flagraphy,flagrancy,2,0
flagray,flagrancy,2,-2
flagrence,flagrancy,2,0
flagrency,flagrancy,1,0
flagrey,flagrancy,3,-2
flagruy,flagrancy,3,-2
flalu,flagrancy,6,-4
flaly,flagrancy,5,-4
flangacy,flagrancy,3,-1
flangrancy,flagrancy,1,1
flangraney,flagrancy,2,1
flangunly,flagrancy,4,0
flanrcy,flagrancy,3,-2
flanresan,flagrancy,5,0
flaraly,flagrancy,3,-2
flarcnce,flagrancy,3,-1
flargensey,flagrancy,5,1
flarggeng,flagrancy,5,0
flargramey,flagrancy,3,1
flaryser,flagrancy,5,-1
flayaracy,flagrancy,3,0
flayerard,flagrancy,5,0
flaygray,flagrancy,3,-1
flayrancy,flagrancy,1,0
flgnge,flagrancy,5,-3
flgrcicy,flagrancy,3,-1
flocrottey,flagrancy,6,1
flogancy,flagrancy,2,-1
flogence,flagrancy,4,-1
florgncy,flagrancy,3,-1
forelay,flagrancy,6,-2
formeyn,flagrancy,7,-2
foy,flagrancy,7,-6
fracksy,flagrancy,6,-2
fragancy,flagrancy,2,-1
fragrancy,flagrancy,1,0
fragrints,flagrancy,4,0
fralygrantcy,flagrancy,4,3
gorlge,flagrancy,8,-3
vadense,flagrancy,7,-2
flamboueant,flamboyant,2,1
flam,flame,1,-1
flamable,flammable,1,-1
flead,fled,1,1
fleash,flesh,1,1
flow,flew,1,0
felxibility,flexibility,2,0
flexable,flexible,1,0
flys,flies,2,-1
fait,flight,3,-2
fhilght,flight,2,1
fight,flight,1,-1
filght,flight,2,0
firght,flight,2,0
fith,flight,3,-2
flert,flight,3,-1
flet,flight,3,-2
fliet,flight,2,-1
fliget,flight,1,0
flighted,flight,2,2
flights,flight,1,1
fligt,flight,1,-1
fliht,flight,1,-1
flit,flight,2,-2
flite,flight,3,-1
fly,flight,4,-3
flyet,flight,3,-1
flyt,flight,3,-2
fout,flight,4,-2
tigh,flight,3,-2
frips,flips,1,0
flearting,flirting,2,1
flot,float,1,-1
flote,float,2,0
flok,flock,1,-1
flod,flood,1,-1
flud,flood,2,-1
flodded,flooded,1,0
flor,floor,1,-1
flower,flour,2,1
florished,flourished,1,-1
fluorishes,flourishes,2,0
flour,flower,2,-1
flower,flowers,1,-1
flowrs,flowers,1,-1
fluctuations,fluctuates,3,2
flay,fly,1,1
fli,fly,1,0
fain,flying,3,-2
faling,flying,2,0
feing,flying,2,-1
fihing,flying,2,0
filing,flying,2,0
fily,flying,4,-2
fings,flying,3,-1
flaying,flying,1,1
fleing,flying,1,0
flewing,flying,2,1
fleying,flying,1,1
flieing,flying,2,1
flighing,flying,3,2
fliing,flying,1,0
flin,flying,2,-2
fling,flying,1,-1
flinging,flying,3,2
fliying,flying,1,1
flring,flying,1,0
fly,flying,3,-3
flyin,flying,1,-1
for,flying,5,-3
frying,flying,1,0
line,flying,3,-2
foled,fold,1,1
fould,fold,1,1
falk,folk,1,0
floke,folk,3,1
foak,folk,1,0
foaks,folk,2,1
fock,folk,1,0
fok,folk,1,-1
foke,folk,2,0
fokl,folk,2,0
folck,folk,1,1
folf,folk,1,0
folh,folk,1,0
folke,folk,1,1
folkes,folk,2,2
folks,folk,1,1
fouck,folk,2,1
fouk,folk,1,0
oak,folk,2,-1
phock,folk,3,1
vote,folk,3,0
focks,folks,1,0
fokes,folks,2,0
foks,folks,1,-1
folk,folks,1,-1
folk's,folks,1,1
folkes,folks,1,1
folks',folks,1,1
follcs,folks,2,1
foucks,folks,2,1
phockus,folks,4,2
polks,folks,1,0
quotes,folks,4,1
so-folk,folks,4,2
flow,follow,2,-2
folow,follow,1,-1
flowing,following,2,-2
folling,following,2,-2
followes,follows,1,1
falaly,folly,2,1
falley,folly,2,1
fallow,folly,3,1
fally,folly,1,0
fie,folly,4,-2
five,folly,4,-1
floly,folly,2,0
foley,folly,1,0
folie,folly,2,0
folley,folly,1,1
follie,folly,2,1
follies,folly,3,2
following,folly,5,4
folloy,folly,1,1
foly,folly,1,-1
foolling,folly,4,3
fooly,folly,1,0
fouley,folly,2,1
foully,folly,1,1
fuelly,folly,2,1
voley,folly,2,0
volley,folly,2,1
found,fond,1,1
fromed,fond,3,2
fade,food,3,0
faerd,food,3,1
fiel,food,3,0
fiot,food,2,0
fired,food,3,1
fob,food,2,-1
fod,food,1,-1
fode,food,2,0
fodr,food,2,0
foned,food,2,1
font,food,2,0
foor,food,1,0
foot,food,1,0
ford,food,1,0
foul,food,2,0
fried,food,3,1
gehels,food,6,2
hood,food,1,0
lot,food,3,-1
faol,fool,1,0
foll,fool,1,0
folish,foolish,1,-1
fot,foot,1,-1
feetball,football,2,0
foat ball,football,2,1
fooball,football,1,-1
foot-ball,football,1,1
foot ball,football,1,1
footballs,football,1,1
footboll,football,1,0
far,for,1,0
fo,for,1,-1
foir,for,1,1
fon,for,1,0
foow,for,2,1
fore,for,1,1
forr,for,1,1
four,for,1,1
fre,for,2,0
fro,for,2,0
from,for,2,1
fror,for,1,1
frou,for,2,1
in,for,3,-1
of,for,2,-1
or,for,1,-1
forbiden,forbidden,1,-1
forces,force,1,1
forse,force,1,0
forsed,forced,1,0
force,forcibly,4,-3
forcast,forecast,1,-1
forcasting,forecasting,1,-1
forcasts,forecasts,1,-1
forein,foreign,1,-1
foriegn,foreign,2,0
forien,foreign,2,-1
fornoon,forenoon,1,-1
forsee,foresee,1,-1
forseeable,foreseeable,1,-1
forseen,foreseen,1,-1
forsight,foresight,1,-1
farest,forest,1,0
frost,forest,2,-1
foreever,forever,1,1
forevere,forever,1,1
foreget,forget,1,1
forgat,forget,1,0
foregive,forgive,1,1
forgave,forgive,1,0
forgivon,forgiven,1,0
foregot,forgot,1,1
frogot,forgot,2,0
forgot,forgotten,3,-3
forgottern,forgotten,1,1
forgotton,forgotten,1,0
forke,fork,1,1
forker,forks,2,1
arlheen,form,7,3
faing,form,4,1
fam,form,2,-1
fame,form,3,0
faner,form,4,1
farm,form,1,0
fawm,form,2,0
fawn,form,3,0
feme,form,3,0
ferm,form,1,0
findm,form,3,1
foam,form,1,0
foar,form,2,0
fofam,form,2,1
foht,form,2,0
fom,form,1,-1
fome,form,2,0
fomerm,form,2,2
fomr,form,2,0
fomt,form,2,0
fone,form,2,0
foom,form,1,0
foorm,form,1,1
for,form,1,-1
ford,form,1,0
fore,form,1,0
forem,form,1,1
forme,form,1,1
forn,form,1,0
fouru,form,2,1
fowm,form,1,0
fown,form,2,0
froem,form,2,1
from,form,2,0
fron,form,3,0
froom,form,2,1
frume,form,3,1
mom,form,2,-1
muom,form,3,0
rom,form,2,-1
then,form,4,0
thon,form,4,0
thorn,form,3,1
torn,form,2,0
vom,form,2,-1
formistress,form-mistress,2,-2
formmisstress,form-mistress,2,0
formmistress,form-mistress,1,-1
formroom,form-room,1,-1
form,formed,2,-2
formd,formed,1,-1
fromed,formed,2,0
farmer,former,1,0
fro,former,4,-3
formally,formerly,2,0
form,forms,1,-1
formes,forms,1,1
fought,fort,3,2
fourth,forth,1,1
fortright,forthright,1,-1
fort night,fortnight,1,1
fortuneate,fortunate,1,1
fortunatly,fortunately,1,-1
fortunitly,fortunately,2,-1
forturnitly,fortunately,3,0
fourtune,fortune,1,1
fourty,forty,1,1
farwoob,forward,4,0
fauword,forward,3,0
fooew,forward,5,-2
for way,forward,3,0
ford,forward,3,-3
fordwood,forward,3,1
foreward,forward,1,1
forewood,forward,3,1
forowood,forward,3,1
forw,forward,3,-3
forwald,forward,1,0
forwards,forward,1,1
forwark,forward,1,0
forwart,forward,1,0
forwd,forward,2,-2
forwoand,forward,2,1
forwood,forward,2,0
forword,forward,1,0
forwored,forward,2,1
forwork,forward,2,0
forwould,forward,3,1
foward,forward,1,-1
fowd,forward,3,-3
fromwood,forward,4,1
fullwards,forward,4,2
fwood,forward,4,-2
worward,forward,1,0
fowarded,forwarded,1,-1
for wards,forwards,1,1
fosscil,fossil,1,1
fort,fought,3,-2
faud,found,2,-1
fond,found,1,-1
fount,found,1,0
fondation,foundation,1,-1
foundition,foundation,1,0
fountian,fountain,2,0
fountain pens,fountain-pens,1,0
for,four,1,-1
fore,four,2,0
forer,four,2,1
fours,four,1,1
fuore,four,3,1
forteen,fourteen,1,-1
four ten,fourteen,2,0
forft,fourth,3,-1
forth,fourth,1,-1
four,fourth,2,-2
fouth,fourth,1,-1
foxx,fox,1,1
fragrent,fragrant,1,0
fame,frame,1,-1
farm,frame,3,-1
fraim,frame,2,0
fram,frame,1,-1
frame,frames,1,-1
franck,frank,1,1
ferternaly,fraternally,3,-1
fieailly,fraternally,6,-3
firternily,fraternally,4,-1
firturnally,fraternally,3,0
firturnaly,fraternally,4,-1
fortenlly,fraternally,4,-2
fr,fraternally,9,-9
fratenaly,fraternally,2,-2
fraterally,fraternally,1,-1
fratermaly,fraternally,2,-1
fraternaily,fraternally,1,0
fraternaly,fraternally,1,-1
fraternerly,fraternally,2,0
fraternlly,fraternally,1,-1
fratrunaly,fraternally,3,-1
fratturnally,fraternally,2,1
fraturnale,fraternally,3,-1
fraturnally,fraternally,1,0
fraturnaly,fraternally,2,-1
fraturnely,fraternally,3,-1
fraturnially,fraternally,2,1
fraturnilly,fraternally,2,0
freatrunally,fraternally,3,1
frecternally,fraternally,2,1
frentley,fraternally,5,-3
frertarnely,fraternally,5,0
fretanailly,fraternally,4,0
fretanely,fraternally,5,-2
fretenaly,fraternally,3,-2
fretenery,fraternally,5,-2
fretenlly,fraternally,3,-2
freterly,fraternally,4,-3
freternally,fraternally,1,0
freternaly,fraternally,2,-1
freternelly,fraternally,2,0
freternely,fraternally,3,-1
fretinely,fraternally,5,-2
fretrunly,fraternally,5,-2
fretunally,fraternally,3,-1
fretunaly,fraternally,4,-2
freturnally,fraternally,2,0
freturnaly,fraternally,3,-1
freturnelly,fraternally,3,0
freturnerly,fraternally,4,0
freturnially,fraternally,3,1
freturnilly,fraternally,3,0
freturnily,fraternally,4,-1
freturny,fraternally,5,-3
frewturnaly,fraternally,4,0
friteny,fraternally,5,-4
friternally,fraternally,1,0
friturely,fraternally,5,-2
friturnally,fraternally,2,0
frlanle,fraternally,7,-4
frotanally,fraternally,3,-1
froternly,fraternally,3,-2
frternelly,fraternally,2,-1
frturnly,fraternally,4,-3
frutenally,fraternally,2,-1
frutenly,fraternally,4,-3
fruternally,fraternally,1,0
fruternelly,fraternally,2,0
frutnely,fraternally,5,-3
frutunly,fraternally,5,-3
fruturnally,fraternally,2,0
fruturnaly,fraternally,3,-1
fryturnely,fraternally,4,-1
furterally,fraternally,3,-1
furternally,fraternally,2,0
furturnlly,fraternally,4,-1
paturnelly,fraternally,4,-1
pertumerly,fraternally,8,-1
perturnally,fraternally,4,0
pintine,fraternally,9,-4
potornley,fraternally,6,-2
praternaly,fraternally,2,-1
praternly,fraternally,3,-2
preternally,fraternally,2,0
preternaly,fraternally,3,-1
preternly,fraternally,4,-2
preturnerly,fraternally,5,0
proternally,fraternally,2,0
pruturnly,fraternally,5,-2
ptraly,fraternally,6,-5
purturely,fraternally,7,-2
returnale,fraternally,5,-2
thertunally,fraternally,6,0
therturnaly,fraternally,6,0
thortunerlly,fraternally,8,1
threternaly,fraternally,4,0
treturnly,fraternally,5,-2
fee,free,1,-1
fre,free,1,-1
free going,free-going,1,0
feedom,freedom,1,-1
freese,freeze,1,0
freze,freeze,1,-1
creasing,freezing,3,0
driscing,freezing,4,0
fanes,freezing,6,-3
feathing,freezing,4,0
feezing,freezing,1,-1
fersen,freezing,5,-2
ferzing,freezing,2,-1
fez,freezing,5,-5
fezen,freezing,4,-3
fezzering,freezing,4,1
fiezzing,freezing,2,0
fircin,freezing,5,-2
fireazeing,freezing,3,2
fizsing,freezing,4,-1
freacing,freezing,2,0
freasing,freezing,2,0
freasting,freezing,3,1
